Name,Price,District,Street,Czynsz,Area,Rooms,Building,Owner
Ciche mieszkanie w centrum,2 600,Śródmieście,ul. Nowogrodzka,0,25,1,Zapytaj,biuro nieruchomości
Mieszkanie w modernistycznej willi,7 000,Żoliborz,ul. Kazimierza Promyka,0,94,3,Zapytaj,biuro nieruchomości
Koszykowa przy Al. Przyjaciół 93 mkw- kamienica,7 500,Śródmieście,,0,93,4,kamienica,biuro nieruchomości
Wynajmę 2 pokoje - 57 m2 w Centrum,3 300,Śródmieście,ul. Tadeusza Boya-Żeleńskiego,0,57,2,kamienica,biuro nieruchomości
Luksusowy 4-pokojowy apartament w MennicaResidence,30 000,Mirów,,0,130,4,apartamentowiec,biuro nieruchomości
W pełni umeblowane dwupokojowe mieszkanie na Gocł,2 990,Gocław,ul. Zbigniewa Burzyńskiego,567,55,2,blok,biuro nieruchomości
Wyjątkowe mieszkanie na skraju lasu Bielańskiego,5 000,Bielany,,700,57,2,blok,biuro nieruchomości
"Mieszkanie, 71 m², Warszawa",5 500,Wola,ul. Łucka,0,71,3,apartamentowiec,biuro nieruchomości
Dwupokojowe mieszkanie na Gocawiu,4 000,Praga-Południe,ul. gen. Stanisława Skalskiego,0,52,2,Zapytaj,biuro nieruchomości
"2 pokoje z oddzielną kuchnią, garaż w cenie",2 900,Praga-Północ,ul. Tadeusza Korsaka,0,54,2,Zapytaj,biuro nieruchomości
Mokotów pokój z kuchnią 35 m2 Broniwoja,2 140,Górny Mokotów,,560,"35,17",1,Zapytaj,biuro nieruchomości
"Mieszkanie na wynajem,Warszawa, Targówek, Uznamska",2 500,Zacisze,ul. Uznamska,0,35,2,blok,biuro nieruchomości
Komfortowe w super lokalizacji,14 000,Sadyba,ul. Bolesława Limanowskiego,0,164,4,Zapytaj,biuro nieruchomości
Górny Mokotów/ul. Chodkiewicza (budynek Violino) t,5 500,Górny Mokotów,ul. Jana Karola Chodkiewicza,620,56,3,apartamentowiec,biuro nieruchomości
wynajmę 4 pokojowe mieszkanie na Grochowie Praga,3 900,Grochów,,0,"85,2",4,blok,biuro nieruchomości
"Apartament 48 m, Mokotów, Właściciel",4 600,Mokotów,ul. Racjonalizacji,0,48,2,Zapytaj,biuro nieruchomości
Kawalerka w kamienicy na Starówce+miejsce postoj.,2 900,Nowe Miasto,ul. Freta,400,25,1,kamienica,biuro nieruchomości
⭐️ Apartament Premium | Piękny widok,10 500,Śródmieście,ul. Grzybowska,0,110,3,apartamentowiec,biuro nieruchomości
Mieszkanie 2-pok | Winda | Płocka,3 500,Czyste,ul. Płocka,0,42,2,blok,biuro nieruchomości
3 pokoje na Ursynowie do wynajęcia,3 580,Natolin,ul. Belgradzka,0,"66,3",3,blok,biuro nieruchomości
Mieszkanie - Warszawa Wilanów,3 500,Wilanów,al. Aleja Rzeczypospolitej,680,48,2,Zapytaj,biuro nieruchomości
Duży apartament po remoncie w centrum 4pok,7 000,Śródmieście,ul. Mokotowska,1 200,103,4,blok,biuro nieruchomości
3 pok. mieszkanie na Mokotowie do wynajęcia!,5 998,Mokotów,ul. Ksawerów,0,80,3,blok,biuro nieruchomości
Przytulny domek w otulinie lasu iglastego,3 300,Białołęka,,317,"51,4",2,dom wolnostojący,biuro nieruchomości
2-pokojowe mieszkanie o powierzchni 58m2,4 200,Śródmieście,ul. Jana i Jędrzeja Śniadeckich,0,58,2,Zapytaj,biuro nieruchomości
Brand new | air-conditioned | garage | Mokotów,3 000,Mokotów,ul. Karczocha,0,30,1,apartamentowiec,biuro nieruchomości
Brand new | air-conditioned | garage | Mokotów,4 000,Mokotów,ul. Karczocha,0,40,2,apartamentowiec,biuro nieruchomości
Duża kawalerka dla pary lub singla*Saska Kępa,2 650,Praga-Południe,ul. Wandy,300,37,1,Zapytaj,biuro nieruchomości
"Perełka 4 pokoje, 3 łazienki :: 160m2 :: Złota 44",40 000,Śródmieście,ul. Złota,5 000,160,4,apartamentowiec,biuro nieruchomości
BEZPOŚREDNIO - 3 pok. Ochota-Rakowiec,3 500,Rakowiec,ul. Mołdawska,790,47,3,blok,prywatny
"Mokotów , 2 pokojowe mieszkanie 54 m2 z garażem .",3 250,Dolny Mokotów,"ul. Grupy AK ""Północ""",750,54,2,apartamentowiec,prywatny
Kawalerka Żoliborz 26m2 Słodowiec metro,2 200,Żoliborz,,300,26,1,blok,prywatny
"Mieszkanie, 110 m², Warszawa",3 900,Wawer,ul. Mszańska,0,110,4,Zapytaj,biuro nieruchomości
3 pokojowe mieszkanie przy metrze Kabaty,3 500,Ursynów,ul. Rybałtów,900,67,3,blok,biuro nieruchomości
Mokotów Melomanów / Gagarina - 3 pokoje 79 m2,4 900,Czerniaków,ul. Melomanów,0,"79,5",3,Zapytaj,biuro nieruchomości
"Centrum, Zielona Okolica, Uniwersytet Warszawski",2 500,Wola,ul. Smocza,370,27,1,blok,biuro nieruchomości
Mieszkanie - Warszawa Praga-Południe,4 000,Praga-Południe,ul. Lipska,860,56,2,Zapytaj,biuro nieruchomości
Luksowe dwupokojowe mieszkanie w Centrum,6 000,Śródmieście,ul. Zygmunta Słomińskiego,930,90,2,Zapytaj,biuro nieruchomości
2 pokojowe mieszkanie na Woli,4 900,Wola,ul. Wawrzyszewska,850,40,2,Zapytaj,biuro nieruchomości
"Apartament 160 m2, rejon Pod Skocznią",12 500,Mokotów,ul. Płyćwiańska,0,"147,8",4,apartamentowiec,biuro nieruchomości
"W Cenie: Prąd, Woda, Co, Internet/Tv, Sprzątanie",4 100,Żoliborz,,0,31,2,Zapytaj,biuro nieruchomości
"*Targówek*49,5 m2*dwa pokoje*balkon* Metro *",2 800,Targówek,ul. Szymona Askenazego,0,"49,5",2,blok,biuro nieruchomości
Dwu piętrowy penthouse na Żoliborzu Artystycznym,11 000,Żoliborz,ul. Ludwika Rydygiera,1 250,115,5,apartamentowiec,biuro nieruchomości
eleganckie mieszkanie 83 m2 przy ul. Pawiej,11 000,Wola,,0,83,2,blok,biuro nieruchomości
"Nowe mieszk., 41m2, blisko Parku Szczęśliwickiego",3 650,Ochota,,0,41,2,apartamentowiec,biuro nieruchomości
"Do wynajęcia nowe, 3-pokojowe, w pełni wyposażone",4 500,Białołęka,ul. Marywilska 17A,500,"51,5",3,apartamentowiec,biuro nieruchomości
Luksusowy apartament - Marina Mokotów Warszawa,4 800,Wyględów,ul. Tawerny,850,49,2,apartamentowiec,biuro nieruchomości
Przy Stacji Rondo Daszyńskiego i biurowcu Spire,5 500,Wola,,0,"44,22",2,apartamentowiec,biuro nieruchomości
"✅ Przestronne i jasne 3 pok., oddzielna kuchnia ✅",4 500,Bielany,ul. Marii Dąbrowskiej,500,72,3,blok,biuro nieruchomości
Kawalerka na Saskiej Kępie,2 500,Saska Kępa,ul. Międzynarodowa,0,26,1,blok,biuro nieruchomości
Dizajnerskie Powiśle Kamienica Balkon 64m2,4 500,Śródmieście,ul. Cecylii Śniegockiej,0,"62,5",2,kamienica,biuro nieruchomości
Premium | Unique Tower | 20th floor views!,9 250,Śródmieście,ul. Grzybowska,1 000,50,2,Zapytaj,biuro nieruchomości
trzypokojowe mieszkanie na Włochach,4 500,Włochy,ul. Parowcowa,0,57,3,Zapytaj,biuro nieruchomości
dwupokojowe mieszanie na Mokotowie,4 000,Mokotów,ul. Pogodna,700,65,2,Zapytaj,biuro nieruchomości
Оренда квартири Охота|Mieszkanie na Ochocie,4 800,Włochy,al. Aleje Jerozolimskie,700,67,3,kamienica,biuro nieruchomości
Najem Ursynów,7 485,Ursynów,ul. ppłk. Zbigniewa Stanisława Kiedacza,1 200,105,4,apartamentowiec,biuro nieruchomości
Klimatyczne mieszkanie w Domu Bez Kantów,11 000,Stare Miasto,,0,85,3,kamienica,biuro nieruchomości
Wynajem/Osiedle Wilno/2 pokoje/garaż/,3 000,Zacisze,ul. Wierna,500,45,2,blok,biuro nieruchomości
Apartament z pięknym widokiem 3 pok,7 500,Śródmieście,ul. Zygmunta Słomińskiego,0,110,3,apartamentowiec,biuro nieruchomości
"50 m2, loggia, garaż, cegła k Metra Ursynów.",4 100,Kabaty,ul. Stryjeńskich,0,"50,12",2,blok,biuro nieruchomości
Rezydencja Orłowicza / 2 pokoje / Powiśle,5 000,Powiśle,ul. Mieczysława Orłowicza,720,"49,18",2,apartamentowiec,biuro nieruchomości
✅Zadbane 3-pokojowe mieszkanie na Ochocie!,4 900,Ochota,ul. Grójecka,900,78,3,Zapytaj,biuro nieruchomości
dwupokojowe z balkonem i garażem Cybernetyki,3 800,Mokotów,,800,54,2,apartamentowiec,biuro nieruchomości
Mieszkanie na Praga-Południe Chrzanowskiego 14,4 000,Praga-Południe,ul. Wojciecha Chrzanowskiego,0,41,2,Zapytaj,biuro nieruchomości
Małe mieszkanko na Saskiej Kępie - Wynajmę,2 250,Praga-Południe,,0,27,1,blok,biuro nieruchomości
"Mieszkanie, 60 m², Warszawa",4 300,Śródmieście,ul. Zygmunta Słomińskiego,0,60,2,apartamentowiec,biuro nieruchomości
Оренда квартири в Центрі/Mieszkanie w Centrum,6 300,Śródmieście,ul. Okrąg,0,38,2,Zapytaj,biuro nieruchomości
"Nowoczesne studio z balkonem, Al. Jerozolimskie",2 500,Wiktoryn,Wiktoryn,558,25,1,apartamentowiec,biuro nieruchomości
2 pokojowe mieszkanie w inwestycji Qbik!,4 500,Mokotów,,0,52,2,apartamentowiec,biuro nieruchomości
wynajmę przytulne mieszkanie przy ul. Lazurowej,2 900,Bemowo,ul. Lazurowa,600,40,1,blok,prywatny
Mieszkanie na wynajem Bielany (METRO MŁOCINY),2 500,Bielany,,440,35,2,blok,prywatny
"Dwupokojowe, nowe, na Żeraniu",2 750,Białołęka,ul. Marywilska,0,40,2,blok,biuro nieruchomości
Przestronne 2-pokojowe mieszkanie z osobną kuchnią,3 200,Ursynów,ul. rtm. Witolda Pileckiego,0,"53,6",2,blok,biuro nieruchomości
"Żoliborz ul. Gwiaździsta, 3 pok. 109,60 m , garaż",9 000,Żoliborz,ul. Gwiaździsta,0,"109,6",3,blok,biuro nieruchomości
Rozkładowe mieszkanie w budynku otoczonym zielenią,7 200,Mokotów,al. Aleja Wilanowska,0,125,4,apartamentowiec,biuro nieruchomości
Оренда квартири Охота /Mieszkanie na Ochocie,9 800,Ochota,ul. Opaczewska,200,105,4,blok,biuro nieruchomości
Оренда квартири Урсинув/Mieszkanie na Ursynowie,4 700,Ursynów,ul. Wawrzyńca Surowieckiego,0,82,4,blok,biuro nieruchomości
Tarchomin Dwa pokoje. Widna kuchnia Parking,3 750,Białołęka,ul. Świderska,1,60,3,blok,biuro nieruchomości
"Apartament w kamienicy 96,6m2 Powiśle Lokalizacja",7 000,Śródmieście,ul. Czerwonego Krzyża,0,"96,6",3,kamienica,biuro nieruchomości
2bedrooms | 83sqm | design | bathtub | Śródmieście,11 000,Śródmieście,,0,83,3,kamienica,biuro nieruchomości
Оренда квартири в Центрі/Mieszkanie w Centrum,5 800,Śródmieście Południowe,al. Aleje Ujazdowskie,900,70,2,apartamentowiec,biuro nieruchomości
Sadyba 2 Pokoje Ul. Jaszowiecka 8,3 300,Sadyba,ul. Jaszowiecka,0,43,2,apartamentowiec,biuro nieruchomości
"!!! Warszawa-Bielany, Przy Agorze (3 pok.)",3 000,Bielany,ul. Przy Agorze,0,75,3,Zapytaj,biuro nieruchomości
ul. Syta - apartament 105m2 w cichej i zielonej ok,5 500,Wilanów,ul. Syta,1 100,105,3,apartamentowiec,biuro nieruchomości
Оренда квартири Урсинув/Mieszkanie na Ursynowie,4 400,Ursynów,ul. Belgradzka,0,51,2,dom wolnostojący,biuro nieruchomości
Оренда квартири Урсус /Mieszkanie na Ursusie,4 800,Ursus,ul. Herbu Oksza,700,60,3,blok,biuro nieruchomości
Śródmieście 2 pok z piękną panoramą miasta.,3 000,Śródmieście,ul. Wałowa,0,40,2,Zapytaj,biuro nieruchomości
"Mieszkanie, 91 m², Warszawa",9 000,Pole Mokotowskie,ul. Jana Karola Chodkiewicza,0,91,3,apartamentowiec,biuro nieruchomości
"Unikat: 6 pokoi, 252m2, 2msca garażowe",20 000,Mokotów,ul. Łowicka,0,252,6,apartamentowiec,biuro nieruchomości
Оренда квартири Мокотув /Mieszkanie na Mokotowie,5 200,ul. Jana III Sobieskiego ,,1 000,54,2,Zapytaj,biuro nieruchomości
Оренда квартири Жолібож/ mieszkanie Żoliborz,4 500,Żoliborz,ul. Zygmunta Krasińskiego,0,45,2,apartamentowiec,biuro nieruchomości
Stary Mokotów | 42 m2 | 2 pokojwe | Cisza i zieleń,3 300,Mokotów,ul. Łowicka,700,42,2,blok,biuro nieruchomości
Mokotów | 4 pokoje | 2 msc postojowe | Taras,12 000,Mokotów,ul. Dominika Merliniego,0,102,4,apartamentowiec,biuro nieruchomości
"Comfortable, modern flat in the city centre!",3 850,Śródmieście,ul. Sienna,650,45,2,Zapytaj,biuro nieruchomości
Warszawa metro Służew Puławska 46m2 2 pokoje garaż,3 000,Mokotów,ul. Puławska,0,46,2,apartamentowiec,biuro nieruchomości
2 Pokoje na Kabatach /Metro/ul.Reaabego,3 000,Ursynów,ul.Reaabego 2a,500,40,2,blok,biuro nieruchomości
Luksusowy apartament na Starym Mieście.,9 950,Stare Miasto,ul. Franciszkańska,0,100,3,apartamentowiec,biuro nieruchomości
Luksusowy apartament w odrestaurowanej kamienicy,7 500,Śródmieście,ul. Wspólna,0,87,3,kamienica,biuro nieruchomości
Okazja! 2 Pokoje 5 Min od Parku!,3 200,Szczęśliwice,ul. Zadumana,460,50,2,Zapytaj,biuro nieruchomości
5 min Pieszo --- Ch Arkadia!,7 500,Śródmieście Północne,ul. Zygmunta Słomińskiego,0,136,4,apartamentowiec,biuro nieruchomości
Na Powiślu ! Ciche 2 pokoje do wynajęcia!,3 200,Powiśle,al. Aleja Wilanowska,500,"37,5",2,Zapytaj,biuro nieruchomości
3D// Przestronne mieszkania z jasną kuchnią,2 100,Żoliborz,,450,36,2,blok,biuro nieruchomości
Przestronne mieszkanie w spokojnej okolicy,3 150,Tarchomin,,550,53,3,Zapytaj,biuro nieruchomości
Wynajmę 4-pok mieszkanie na Woli,5 300,Wola,ul. Jana Kazimierza,700,"55,98",4,blok,biuro nieruchomości
Wynajmę przestronny dom z ogródkiem i 6 pokojami,8 400,Targówek,ul. Wolińska,1 500,130,10,dom wolnostojący,biuro nieruchomości
Nowe 2 pokoje z balkonem blisko Metro,3 000,Białołęka,,0,39,2,blok,biuro nieruchomości
Mokotów I 3 sypialnie | 2 łazienki | premium,12 000,Mokotów,,0,110,4,apartamentowiec,biuro nieruchomości
Mieszkanie dwupokojowe w pełni umeblowane,3 400,Włochy,Przerwana,650,45,2,apartamentowiec,prywatny
Do wynajęcia 2 pok. - Wilanów,3 800,Wilanów,ul. Oś Królewska,0,42,2,blok,prywatny
"3300 zł - 2 pokoje, klimatyzacja- URSUS, Ryżowa",3 300,Ursus,ul. Ryżowa 48,0,35,2,blok,prywatny
2 pokoje w pobliżu Opery. metra - 3000,3 000,Śródmieście,ul. Bielańska,0,34,2,blok,biuro nieruchomości
3 pokoje 2 balkony Wysoki standard,3 900,Wola,ul. Banderii,900,56,3,apartamentowiec,biuro nieruchomości
Nowe 4-pokojowe mieszkanie,6 900,Wawer,ul. Henryka Łasaka,0,106,4,Zapytaj,biuro nieruchomości
Duże mieszkanie przy Metro Politechnika,7 000,Śródmieście Południowe,ul. Mokotowska,1 300,103,4,kamienica,biuro nieruchomości
Biuro Wilanów lub mieszkanie 5 pokoi 4 msc. gar.,13 000,Wilanów,ul. Adama Branickiego,0,"186,8",5,apartamentowiec,biuro nieruchomości
"Dwustronne, jasne w świetnej lokalizacji",2 600,Ursynów,ul. Stefana Szolc-Rogozińskiego,0,47,2,Zapytaj,biuro nieruchomości
"Dwupokojowe mieszkanie na Woli, ul. Fort Wola",3 800,Wola,ul. Fort Wola,0,43,2,blok,biuro nieruchomości
"Apt o pow. 110m2, 3pok, balkon, Centrum PEREŁKA",16 500,Śródmieście,ul. Piękna,0,110,3,apartamentowiec,biuro nieruchomości
"2 pokoje 40m2 z ogródkiem 90m2, Mokotów",4 300,Mokotów,ul. Białej Koniczyny,0,40,2,Zapytaj,biuro nieruchomości
"Lokal 55,77 m2 Miasteczko Wilanów Warszawa",5 900,Wilanów,ul. Herbu Janina,0,"55,77",4,apartamentowiec,biuro nieruchomości
Wyjątkowy Penthouse Miasteczko Wilanów 4 sypialnie,25 000,Wilanów,ul. Sarmacka,3 000,225,5,apartamentowiec,biuro nieruchomości
Do wynajęcia 3 pokoje na Starym Mokotowie,4 150,Górny Mokotów,,750,"72,5",3,kamienica,biuro nieruchomości
2 ROOMS - Konstruktorska - MOKOTÓW- Pet's friendly,3 200,Mokotów,ul. Konstruktorska,500,38,2,apartamentowiec,biuro nieruchomości
"Wyjątkowy Apartament 90M2, Żoliborz, Pl. Wilsona",5 800,Żoliborz,,1 200,90,3,kamienica,biuro nieruchomości
4-pok apartament we wspaniałej lokalizacji,7 500,Ochota,,0,95,4,kamienica,biuro nieruchomości
Luksusowy apartament 3 sypialnie Złota 44,39 430,Śródmieście,ul. Złota,0,165,4,apartamentowiec,biuro nieruchomości
Wilanów|Zawady|ul.Syta|72m2+parking z ochroną,7 200,Zawady,ul. Syta,800,72,3,apartamentowiec,biuro nieruchomości
Prestiżowy Apartament- Łazienki Królewskie- 5min,8 000,Mokotów,ul. Jana III Sobieskiego,1 500,127,3,apartamentowiec,biuro nieruchomości
Przytulne mieszkanie na Mokotowie,7 400,Stegny,al. Aleja Wilanowska,830,78,3,apartamentowiec,biuro nieruchomości
"Mieszkanie na wynajem , Warszawa Wilanów Zawady",7 200,Zawady,ul. Syta,800,72,3,Zapytaj,biuro nieruchomości
Lokale usługowe w ciągu komunikacyjnym,12 770,Wola,,0,"106,41",1,apartamentowiec,biuro nieruchomości
Apartament z biurem w centrum Wilanowa,29 000,Wilanów,ul. Franciszka Klimczaka,2 500,"235,32",6,apartamentowiec,biuro nieruchomości
Apartamentowiec|Wola|Pryma Kasprzaka|Blue City,4 500,Wola,ul. Marcina Kasprzaka,550,43,2,dom wolnostojący,biuro nieruchomości
Klimatyczna Praga i studio z wydzieloną sypialnią,3 800,Praga-Północ,ul. Konopacka,0,41,1,apartamentowiec,biuro nieruchomości
Słoneczny apartament na zielonym Starym Mokotowie,9 500,Mokotów,ul. Ignacego Krasickiego,0,120,3,apartamentowiec,biuro nieruchomości
Zamieszkaj w kamienicy - 4 minuty od stacji metra,1 500 EUR,Śródmieście,ul. Tamka,0,"47,99",2,kamienica,biuro nieruchomości
2 pokoje na Nowodworach.,2 200,Białołęka,ul. Książkowa,0,40,2,blok,biuro nieruchomości
"Nowe mieszkanie typu studio, Mokotów",3 280,Mokotów,ul. Jana Pawła Woronicza,0,25,1,szeregowiec,biuro nieruchomości
Od zaraz | 2 pokoje | Fort Wola | Balkon,3 000,Wola,ul. Fort Wola,600,40,2,blok,biuro nieruchomości
"360 m2, 4 sypialnie, ok. 100m2 na każdym poziomie",13 000,Imielin,ul. Modelowa,0,360,6,Zapytaj,biuro nieruchomości
"wynajmę mieszkanie Warszawa, ul. Wolność 7, Wola",6 000,Wola,ul. Wolności,1 150,77,3,Zapytaj,biuro nieruchomości
Przestronne 3 pokojowe mieszkanie na Woli,6 000,Odolany,Gumińska,600,65,3,blok,biuro nieruchomości
3 rooms | Sadyba | Brand New | Top Standard,7 000,Sadyba,,0,69,3,Zapytaj,biuro nieruchomości
Mieszkanie - Warszawa Mokotów Dolny,7 000,Dolny Mokotów,al. Aleja Wilanowska,1 200,85,3,blok,biuro nieruchomości
3 pokojowe mieszkanie przy metro Pole Mokotowskie,4 500,Mokotów,ul. Giordana Bruna,0,50,3,Zapytaj,biuro nieruchomości
Mieszkanie 57 m2 w kamienicy Saska Kępa,5 400,Saska Kępa,ul. Genewska,0,57,3,Zapytaj,biuro nieruchomości
"2 pokoje z tarasem, po remoncie, Mokotów, bezpośre",2 800,Mokotów,ul. Bernardyńska,500,30,2,blok,prywatny
"48,5 m2 między pl. Zbawiciela i pl. Konstytucji",4 400,Śródmieście Południowe,ul. Koszykowa,0,"48,5",1,kamienica,prywatny
Targówek Zacisze – Metro Kondratowicza - 900m,4 500,Targówek Mieszkaniowy,ul. Uznamska,0,71,3,apartamentowiec,prywatny
Dwupoziomowy apartament z tarasem,13 000,Mokotów,ul. Łowicka,0,140,4,apartamentowiec,biuro nieruchomości
Mieszkanie - Warszawa Ursus,3 440,Ursus,ul. 1 Maja,0,35,2,Zapytaj,biuro nieruchomości
"Śródmieście, kamienica, wysoki standard, 3 pokoje",6 700,Śródmieście,ul. Wilcza,1 000,55,3,kamienica,biuro nieruchomości
Parter w kamienicy z dużym ogrodem - 400m2,7 500,Stara Ochota,ul. Ludwika Krzywickiego,0,125,3,Zapytaj,biuro nieruchomości
Przestronny apartament z trzema sypialniami,18 000,Śródmieście,ul. Stare Nalewki,0,128,4,apartamentowiec,biuro nieruchomości
atrakcyjne mieszkanie na Ekoparku,4 000,Mokotów,ul. Jana Karola Chodkiewicza,0,50,2,apartamentowiec,biuro nieruchomości
"2 pokoje, Wola, Karolkowa, Rondo Daszyńskiego",5 900,Wola,ul. Karolkowa,0,41,2,dom wolnostojący,biuro nieruchomości
"*Mokotów*Cybernetyki*2 pokoje*54,19m2*taras*garaż*",5 200,Mokotów,ul. Cybernetyki,0,"54,19",2,apartamentowiec,biuro nieruchomości
Śródmieście|Krucza|57m2 z balkonem+parking,4 600,Śródmieście,ul. Krucza,1 200,57,2,blok,biuro nieruchomości
Atrakcyjne 2 pokoje blisko terenów zielonych i WAT,2 800,Bemowo,ul. Dywizjonu 303 303,770,57,2,blok,biuro nieruchomości
Elegancki apartament w Browarach Warszawskich,7 350,Wola,ul. Krochmalna,200,54,2,apartamentowiec,biuro nieruchomości
Nowe 3 pokoje z tarasem | Bliska Wola,9 000,Śródmieście,"al. Aleja ""Solidarności""",0,60,3,apartamentowiec,biuro nieruchomości
Mieszkanie - Warszawa Ursynów,3 500,Ursynów,al. Aleja Komisji Edukacji Narodowej,500,55,2,blok,biuro nieruchomości
3 pokoje kamienica Mirów,4 500,Mirów,ul. Elektoralna,0,"64,5",3,kamienica,biuro nieruchomości
Powiśle | Apartamentowiec | Klima | taras | Mp,13 500,Powiśle,ul. Leona Kruczkowskiego,0,105,3,apartamentowiec,biuro nieruchomości
"Mieszkanie, 112 m², Warszawa",12 000,Mokotów,,0,112,4,Zapytaj,biuro nieruchomości
"Przytulne 3 pok, 64m2, balkon, w pobliżu metro",3 500,Służewiec,,0,64,3,Zapytaj,biuro nieruchomości
"Mieszkanie, 55 m², Warszawa",6 500,Śródmieście,ul. Mokotowska,0,55,2,kamienica,biuro nieruchomości
Kawalerka na Bielanach,2 200,Stare Bielany,ul. Starej Baśni,0,28,1,blok,biuro nieruchomości
Mieszkanie 2 pok. - stacja metra Ursynów,2 700,Ursynów,,0,"46,8",2,blok,biuro nieruchomości
Komfortowe 2 pokoje + kuchnia + garaż Białołęka,3 600,Białołęka,,1,"62,6",2,Zapytaj,biuro nieruchomości
Mieszkanie - Warszawa Praga-Południe,2 000,Praga-Południe,,700,49,2,blok,biuro nieruchomości
"Przestronny apartament w centrum, ul. Warecka",8 000,Śródmieście,ul. Warecka,0,100,2,kamienica,biuro nieruchomości
Przestronne dwa pokoje (58mkw) z oddzielną kuchnią,3 300,Ursus,ul. Górna Droga,0,"58,1",2,blok,biuro nieruchomości
"Lokal 63,74 m2 Miasteczko Wilanów lub biuro",6 400,Wilanów,ul. Herbu Janina,0,"63,74",3,apartamentowiec,biuro nieruchomości
Оренда квартири Віланув|Mieszkanie na Wilanówie,9 000,Wilanów,ul. Zaściankowa,0,80,4,dom wolnostojący,biuro nieruchomości
Mieszkanie - Warszawa Włochy,5 500,Włochy,ul. Budki Szczęśliwickie,0,48,3,blok,biuro nieruchomości
Przytulne 2-pokojowe w okolicy Galerii Mokotów,4 800,Mokotów,ul. Konstruktorska,475,"47,5",2,Zapytaj,biuro nieruchomości
"Mieszkanie, 82 m², Warszawa",6 000,Saska Kępa,,0,82,3,szeregowiec,biuro nieruchomości
Kawalerka 32m2 z ogródkiem Światowida Białołęka,2 200,Białołęka,,600,32,1,blok,biuro nieruchomości
atrakcyjne mieszkanie w centrum,4 300,Wola,ul. Jaktorowska,0,52,2,apartamentowiec,biuro nieruchomości
Apartment z balkonem w kamienicy,6 000,Stara Praga,ul. Jagiellońska 22,0,60,3,kamienica,biuro nieruchomości
